item_name,item_id,item_category_id
iname3116,3116,55
iname3117,3117,58
iname3118,3118,55
iname3119,3119,55
iname3120,3120,55
iname3121,3121,56
iname3122,3122,59
iname3123,3123,56
iname3124,3124,55
iname3125,3125,56
iname3126,3126,55
iname3127,3127,56
iname3128,3128,56
iname3129,3129,55
iname3130,3130,55
iname3131,3131,55
iname3132,3132,55
iname3133,3133,75
iname3134,3134,76
iname3135,3135,76
iname3136,3136,76
iname3137,3137,76
iname3138,3138,75
iname3139,3139,76
iname3140,3140,75
iname3141,3141,75
iname3142,3142,75
iname3143,3143,75
iname3144,3144,75
iname3145,3145,76
iname3146,3146,75
iname3147,3147,75
iname3148,3148,75
iname3149,3149,75
iname3150,3150,76
iname3151,3151,75
iname3152,3152,75
iname3153,3153,75
iname3154,3154,76
iname3155,3155,76
iname3156,3156,76
iname3157,3157,76
iname3158,3158,75
iname3159,3159,75
iname3160,3160,75
iname3161,3161,76
iname3162,3162,55
iname3163,3163,58
iname3164,3164,55
iname3165,3165,55
iname3166,3166,55
iname3167,3167,58
iname3168,3168,55
iname3169,3169,56
iname3170,3170,55
iname3171,3171,56
iname3172,3172,59
iname3173,3173,55
iname3174,3174,55
iname3175,3175,55
iname3176,3176,19
iname3177,3177,21
iname3178,3178,19
iname3179,3179,23
iname3180,3180,19
iname3181,3181,30
iname3182,3182,20
iname3183,3183,30
iname3184,3184,19
iname3185,3185,23
iname3186,3186,30
iname3187,3187,19
iname3188,3188,23
iname3189,3189,30
iname3190,3190,28
iname3191,3191,31
iname3192,3192,31
iname3193,3193,30
iname3194,3194,78
iname3195,3195,78
iname3196,3196,22
iname3197,3197,30
iname3198,3198,30
iname3199,3199,30
iname3200,3200,30
iname3201,3201,30
iname3202,3202,30
iname3203,3203,30
iname3204,3204,30
iname3205,3205,30
iname3206,3206,30
iname3207,3207,30
iname3208,3208,30
iname3209,3209,30
iname3210,3210,30
iname3211,3211,30
iname3212,3212,30
iname3213,3213,30
iname3214,3214,30
iname3215,3215,31
iname3216,3216,30
iname3217,3217,19
iname3218,3218,23
iname3219,3219,76
iname3220,3220,76
iname3221,3221,30
iname3222,3222,31
iname3223,3223,30
iname3224,3224,30
iname3225,3225,28
iname3226,3226,31
iname3227,3227,31
iname3228,3228,31
iname3229,3229,31
iname3230,3230,31
iname3231,3231,31
iname3232,3232,22
iname3233,3233,31
iname3234,3234,30
iname3235,3235,31
iname3236,3236,19
iname3237,3237,20
iname3238,3238,23
iname3239,3239,24
iname3240,3240,31
iname3241,3241,31
iname3242,3242,31
iname3243,3243,30
iname3244,3244,20
iname3245,3245,24
iname3246,3246,31
iname3247,3247,31
iname3248,3248,31
iname3249,3249,31
iname3250,3250,31
iname3251,3251,30
iname3252,3252,31
iname3253,3253,19
iname3254,3254,30
iname3255,3255,28
iname3256,3256,19
iname3257,3257,31
iname3258,3258,31
iname3259,3259,31
iname3260,3260,23
iname3261,3261,22
iname3262,3262,31
iname3263,3263,20
iname3264,3264,24
iname3265,3265,19
iname3266,3266,23
iname3267,3267,55
iname3268,3268,55
iname3269,3269,55
iname3270,3270,56
iname3271,3271,55
iname3272,3272,56
iname3273,3273,56
iname3274,3274,55
iname3275,3275,56
iname3276,3276,55
iname3277,3277,55
iname3278,3278,58
iname3279,3279,55
iname3280,3280,55
iname3281,3281,55
iname3282,3282,58
iname3283,3283,58
iname3284,3284,58
iname3285,3285,55
iname3286,3286,55
iname3287,3287,58
iname3288,3288,55
iname3289,3289,59
iname3290,3290,55
iname3291,3291,59
iname3292,3292,59
iname3293,3293,59
iname3294,3294,59
iname3295,3295,59
iname3296,3296,59
iname3297,3297,40
iname3298,3298,37
iname3299,3299,55
iname3300,3300,23
iname3301,3301,30
iname3302,3302,28
iname3303,3303,30
iname3304,3304,30
iname3305,3305,19
iname3306,3306,21
iname3307,3307,30
iname3308,3308,31
iname3309,3309,19
iname3310,3310,21
iname3311,3311,23
iname3312,3312,23
iname3313,3313,23
iname3314,3314,30
iname3315,3315,18
iname3316,3316,19
iname3317,3317,21
iname3318,3318,23
iname3319,3319,28
iname3320,3320,19
iname3321,3321,19
iname3322,3322,30
iname3323,3323,23
iname3324,3324,31
iname3325,3325,30
iname3326,3326,22
iname3327,3327,21
iname3328,3328,23
iname3329,3329,19
iname3330,3330,31
iname3331,3331,30
iname3332,3332,22
iname3333,3333,20
iname3334,3334,21
iname3335,3335,23
iname3336,3336,19
iname3337,3337,23
iname3338,3338,31
iname3339,3339,31
iname3340,3340,30
iname3341,3341,19
iname3342,3342,20
iname3343,3343,23
iname3344,3344,24
iname3345,3345,19
iname3346,3346,20
iname3347,3347,23
iname3348,3348,24
iname3349,3349,31
iname3350,3350,19
iname3351,3351,20
iname3352,3352,23
iname3353,3353,24
iname3354,3354,31
iname3355,3355,22
iname3356,3356,31
iname3357,3357,31
iname3358,3358,31
iname3359,3359,30
iname3360,3360,30
iname3361,3361,31
iname3362,3362,30
iname3363,3363,31
iname3364,3364,23
iname3365,3365,19
iname3366,3366,19
iname3367,3367,23
iname3368,3368,38
iname3369,3369,55
iname3370,3370,58
iname3371,3371,55
iname3372,3372,55
iname3373,3373,58
iname3374,3374,56
iname3375,3375,58
iname3376,3376,58
iname3377,3377,58
iname3378,3378,55
iname3379,3379,55
iname3380,3380,55
iname3381,3381,58
iname3382,3382,55
iname3383,3383,55
iname3384,3384,55
iname3385,3385,55
iname3386,3386,55
iname3387,3387,58
iname3388,3388,55
iname3389,3389,55
iname3390,3390,59
iname3391,3391,30
iname3392,3392,23
iname3393,3393,23
iname3394,3394,23
iname3395,3395,19
iname3396,3396,31
iname3397,3397,31
iname3398,3398,31
iname3399,3399,31
iname3400,3400,31
iname3401,3401,31
iname3402,3402,30
iname3403,3403,31
iname3404,3404,30
iname3405,3405,30
iname3406,3406,31
iname3407,3407,28
iname3408,3408,20
iname3409,3409,31
iname3410,3410,30
iname3411,3411,31
iname3412,3412,31
iname3413,3413,31
iname3414,3414,31
iname3415,3415,31
iname3416,3416,31
iname3417,3417,30
iname3418,3418,31
iname3419,3419,23
iname3420,3420,31
iname3421,3421,23
iname3422,3422,31
iname3423,3423,23
iname3424,3424,19
iname3425,3425,28
iname3426,3426,28
iname3427,3427,28
iname3428,3428,19
iname3429,3429,23
iname3430,3430,31
iname3431,3431,31
iname3432,3432,30
iname3433,3433,19
iname3434,3434,23
iname3435,3435,31
iname3436,3436,30
iname3437,3437,29
iname3438,3438,19
iname3439,3439,23
iname3440,3440,31
iname3441,3441,31
iname3442,3442,23
iname3443,3443,30
iname3444,3444,19
iname3445,3445,20
iname3446,3446,23
iname3447,3447,29
iname3448,3448,19
iname3449,3449,20
iname3450,3450,23
iname3451,3451,24
iname3452,3452,31
iname3453,3453,31
iname3454,3454,31
iname3455,3455,31
iname3456,3456,31
iname3457,3457,28
iname3458,3458,20
iname3459,3459,24
iname3460,3460,28
iname3461,3461,19
iname3462,3462,20
iname3463,3463,23
iname3464,3464,24
iname3465,3465,31
iname3466,3466,31
iname3467,3467,30
iname3468,3468,30
iname3469,3469,31
iname3470,3470,30
iname3471,3471,31
iname3472,3472,30
iname3473,3473,31
iname3474,3474,19
iname3475,3475,19
iname3476,3476,23
iname3477,3477,24
iname3478,3478,23
iname3479,3479,19
iname3480,3480,23
iname3481,3481,21
iname3482,3482,20
iname3483,3483,24
iname3484,3484,20
iname3485,3485,19
iname3486,3486,20
iname3487,3487,19
iname3488,3488,22
iname3489,3489,19
iname3490,3490,23
iname3491,3491,19
iname3492,3492,23
iname3493,3493,19
iname3494,3494,23
iname3495,3495,30
iname3496,3496,30
iname3497,3497,19
iname3498,3498,29
iname3499,3499,19
iname3500,3500,20
iname3501,3501,62
iname3502,3502,62
iname3503,3503,62
iname3504,3504,62
iname3505,3505,62
iname3506,3506,62
iname3507,3507,62
iname3508,3508,62
iname3509,3509,62
iname3510,3510,62
iname3511,3511,62
iname3512,3512,62
iname3513,3513,62
iname3514,3514,62
iname3515,3515,62
iname3516,3516,62
iname3517,3517,62
iname3518,3518,62
iname3519,3519,62
iname3520,3520,57
iname3521,3521,63
iname3522,3522,63
iname3523,3523,63
iname3524,3524,63
iname3525,3525,31
iname3526,3526,30
iname3527,3527,77
iname3528,3528,75
iname3529,3529,30
iname3530,3530,30
iname3531,3531,28
iname3532,3532,31
iname3533,3533,30
iname3534,3534,31
iname3535,3535,29
iname3536,3536,31
iname3537,3537,30
iname3538,3538,30
iname3539,3539,22
iname3540,3540,30
iname3541,3541,19
iname3542,3542,23
iname3543,3543,30
iname3544,3544,19
iname3545,3545,23
iname3546,3546,30
iname3547,3547,19
iname3548,3548,23
iname3549,3549,19
iname3550,3550,19
iname3551,3551,23
iname3552,3552,23
iname3553,3553,24
iname3554,3554,23
iname3555,3555,23
iname3556,3556,23
iname3557,3557,24
iname3558,3558,24
iname3559,3559,19
iname3560,3560,30
iname3561,3561,30
iname3562,3562,30
iname3563,3563,30
iname3564,3564,21
iname3565,3565,19
iname3566,3566,23
iname3567,3567,76
iname3568,3568,76
iname3569,3569,55
iname3570,3570,59
iname3571,3571,55
iname3572,3572,56
iname3573,3573,59
iname3574,3574,55
iname3575,3575,59
iname3576,3576,55
iname3577,3577,55
iname3578,3578,55
iname3579,3579,55
iname3580,3580,55
iname3581,3581,37
iname3582,3582,40
iname3583,3583,56
iname3584,3584,58
iname3585,3585,56
iname3586,3586,58
iname3587,3587,58
iname3588,3588,59
iname3589,3589,56
iname3590,3590,58
iname3591,3591,58
iname3592,3592,58
iname3593,3593,58
iname3594,3594,40
iname3595,3595,58
iname3596,3596,55
iname3597,3597,56
iname3598,3598,58
iname3599,3599,56
iname3600,3600,56
iname3601,3601,30
iname3602,3602,31
iname3603,3603,40
iname3604,3604,55
iname3605,3605,55
iname3606,3606,55
iname3607,3607,55
iname3608,3608,55
iname3609,3609,55
iname3610,3610,55
iname3611,3611,55
iname3612,3612,55
iname3613,3613,55
iname3614,3614,55
iname3615,3615,55
iname3616,3616,58
iname3617,3617,55
iname3618,3618,55
iname3619,3619,55
iname3620,3620,55
iname3621,3621,58
iname3622,3622,55
iname3623,3623,58
iname3624,3624,55
iname3625,3625,58
iname3626,3626,55
iname3627,3627,55
iname3628,3628,55
iname3629,3629,30
iname3630,3630,19
iname3631,3631,23
iname3632,3632,31
iname3633,3633,19
iname3634,3634,23
iname3635,3635,30
iname3636,3636,31
iname3637,3637,19
iname3638,3638,27
iname3639,3639,55
iname3640,3640,55
iname3641,3641,55
iname3642,3642,55
iname3643,3643,55
iname3644,3644,56
iname3645,3645,58
iname3646,3646,55
iname3647,3647,55
iname3648,3648,55
iname3649,3649,56
iname3650,3650,56
iname3651,3651,55
iname3652,3652,55
iname3653,3653,58
iname3654,3654,56
iname3655,3655,56
iname3656,3656,55
iname3657,3657,58
iname3658,3658,59
iname3659,3659,58
iname3660,3660,59
iname3661,3661,59
iname3662,3662,55
iname3663,3663,55
iname3664,3664,31
iname3665,3665,30
iname3666,3666,4
iname3667,3667,4
iname3668,3668,4
iname3669,3669,4
iname3670,3670,30
iname3671,3671,31
iname3672,3672,31
iname3673,3673,23
iname3674,3674,23
iname3675,3675,23
iname3676,3676,23
iname3677,3677,23
iname3678,3678,24
iname3679,3679,30
iname3680,3680,23
iname3681,3681,19
iname3682,3682,30
iname3683,3683,31
iname3684,3684,21
iname3685,3685,30
iname3686,3686,19
iname3687,3687,19
iname3688,3688,20
iname3689,3689,19
iname3690,3690,19
iname3691,3691,19
iname3692,3692,22
iname3693,3693,21
iname3694,3694,21
iname3695,3695,19
iname3696,3696,19
iname3697,3697,19
iname3698,3698,21
iname3699,3699,21
iname3700,3700,19
iname3701,3701,23
iname3702,3702,21
iname3703,3703,19
iname3704,3704,19
iname3705,3705,19
iname3706,3706,19
iname3707,3707,19
iname3708,3708,19
iname3709,3709,19
iname3710,3710,21
iname3711,3711,30
iname3712,3712,31
iname3713,3713,23
iname3714,3714,19
iname3715,3715,31
iname3716,3716,19
iname3717,3717,23
iname3718,3718,30
iname3719,3719,30
iname3720,3720,31
iname3721,3721,31
iname3722,3722,31
iname3723,3723,31
iname3724,3724,31
iname3725,3725,31
iname3726,3726,31
iname3727,3727,31
iname3728,3728,31
iname3729,3729,31
iname3730,3730,31
iname3731,3731,30
iname3732,3732,19
iname3733,3733,20
iname3734,3734,23
iname3735,3735,24
iname3736,3736,19
iname3737,3737,23
iname3738,3738,19
iname3739,3739,23
iname3740,3740,19
iname3741,3741,23
iname3742,3742,31
iname3743,3743,21
iname3744,3744,31
iname3745,3745,21
iname3746,3746,31
iname3747,3747,22
iname3748,3748,30
iname3749,3749,31
iname3750,3750,28
iname3751,3751,19
iname3752,3752,23
iname3753,3753,30
iname3754,3754,31
iname3755,3755,19
iname3756,3756,20
iname3757,3757,23
iname3758,3758,24
iname3759,3759,20
iname3760,3760,23
iname3761,3761,18
iname3762,3762,23
iname3763,3763,40
iname3764,3764,40
iname3765,3765,23
iname3766,3766,55
iname3767,3767,55
iname3768,3768,55
iname3769,3769,55
iname3770,3770,56
iname3771,3771,55
iname3772,3772,56
iname3773,3773,55
iname3774,3774,55
iname3775,3775,55
iname3776,3776,58
iname3777,3777,55
iname3778,3778,58
iname3779,3779,56
iname3780,3780,59
iname3781,3781,60
iname3782,3782,55
iname3783,3783,40
iname3784,3784,40
iname3785,3785,40
iname3786,3786,55
iname3787,3787,55
iname3788,3788,55
iname3789,3789,58
iname3790,3790,56
iname3791,3791,58
iname3792,3792,58
iname3793,3793,58
iname3794,3794,58
iname3795,3795,58
iname3796,3796,58
iname3797,3797,58
iname3798,3798,58
iname3799,3799,59
iname3800,3800,55
iname3801,3801,55
iname3802,3802,56
iname3803,3803,59
iname3804,3804,56
iname3805,3805,55
iname3806,3806,55
iname3807,3807,56
iname3808,3808,55
iname3809,3809,55
iname3810,3810,55
iname3811,3811,55
iname3812,3812,56
iname3813,3813,56
iname3814,3814,55
iname3815,3815,58
iname3816,3816,58
iname3817,3817,58
iname3818,3818,55
iname3819,3819,58
iname3820,3820,58
iname3821,3821,58
iname3822,3822,55
iname3823,3823,55
iname3824,3824,55
iname3825,3825,55
iname3826,3826,55
iname3827,3827,55
iname3828,3828,55
iname3829,3829,56
iname3830,3830,55
iname3831,3831,55
iname3832,3832,23
iname3833,3833,23
iname3834,3834,23
iname3835,3835,23
iname3836,3836,23
iname3837,3837,24
iname3838,3838,24
iname3839,3839,24
iname3840,3840,23
iname3841,3841,23
iname3842,3842,24
iname3843,3843,75
iname3844,3844,75
iname3845,3845,76
iname3846,3846,19
iname3847,3847,75
iname3848,3848,30
iname3849,3849,20
iname3850,3850,19
iname3851,3851,19
iname3852,3852,19
iname3853,3853,31
iname3854,3854,31
iname3855,3855,31
iname3856,3856,31
iname3857,3857,31
iname3858,3858,21
iname3859,3859,49
iname3860,3860,54
iname3861,3861,49
iname3862,3862,49
iname3863,3863,54
iname3864,3864,54
iname3865,3865,30
iname3866,3866,28
iname3867,3867,76
iname3868,3868,19
iname3869,3869,19
iname3870,3870,30
iname3871,3871,23
iname3872,3872,27
iname3873,3873,29
iname3874,3874,19
iname3875,3875,23
iname3876,3876,28
iname3877,3877,19
iname3878,3878,23
iname3879,3879,19
iname3880,3880,23
iname3881,3881,30
iname3882,3882,19
iname3883,3883,23
iname3884,3884,30
iname3885,3885,19
iname3886,3886,19
iname3887,3887,19
iname3888,3888,30
iname3889,3889,31
iname3890,3890,30
iname3891,3891,55
iname3892,3892,58
iname3893,3893,58
iname3894,3894,55
iname3895,3895,55
iname3896,3896,55
iname3897,3897,55
iname3898,3898,55
iname3899,3899,55
iname3900,3900,59
iname3901,3901,55
iname3902,3902,55
iname3903,3903,55
iname3904,3904,59
iname3905,3905,55
iname3906,3906,55
iname3907,3907,56
iname3908,3908,55
iname3909,3909,55
iname3910,3910,55
iname3911,3911,55
iname3912,3912,58
iname3913,3913,58
iname3914,3914,58
iname3915,3915,58
iname3916,3916,55
iname3917,3917,55
iname3918,3918,56
iname3919,3919,58
iname3920,3920,56
iname3921,3921,55
iname3922,3922,56
iname3923,3923,58
iname3924,3924,59
iname3925,3925,58
iname3926,3926,59
iname3927,3927,19
iname3928,3928,20
iname3929,3929,20
iname3930,3930,30
iname3931,3931,31
iname3932,3932,22
iname3933,3933,19
iname3934,3934,20
iname3935,3935,23
iname3936,3936,19
iname3937,3937,23
iname3938,3938,19
iname3939,3939,23
iname3940,3940,31
iname3941,3941,30
iname3942,3942,28
iname3943,3943,22
iname3944,3944,19
iname3945,3945,22
iname3946,3946,64
iname3947,3947,30
iname3948,3948,62
iname3949,3949,62
iname3950,3950,62
iname3951,3951,62
iname3952,3952,62
iname3953,3953,55
iname3954,3954,58
iname3955,3955,58
iname3956,3956,56
iname3957,3957,58
iname3958,3958,55
iname3959,3959,55
iname3960,3960,55
iname3961,3961,55
iname3962,3962,55
iname3963,3963,55
iname3964,3964,55
iname3965,3965,55
iname3966,3966,59
iname3967,3967,55
iname3968,3968,55
iname3969,3969,55
iname3970,3970,55
iname3971,3971,55
iname3972,3972,56
iname3973,3973,58
iname3974,3974,58
iname3975,3975,58
iname3976,3976,59
iname3977,3977,56
iname3978,3978,59
iname3979,3979,56
iname3980,3980,59
iname3981,3981,56
iname3982,3982,55
iname3983,3983,55
iname3984,3984,55
iname3985,3985,55
iname3986,3986,56
iname3987,3987,55
iname3988,3988,55
iname3989,3989,56
iname3990,3990,55
iname3991,3991,58
iname3992,3992,55
iname3993,3993,55
iname3994,3994,55
iname3995,3995,55
iname3996,3996,56
iname3997,3997,56
iname3998,3998,58
iname3999,3999,56
iname4000,4000,58
iname4001,4001,55
iname4002,4002,55
iname4003,4003,55
iname4004,4004,55
iname4005,4005,59
iname4006,4006,55
iname4007,4007,58
iname4008,4008,55
iname4009,4009,58
iname4010,4010,55
iname4011,4011,55
iname4012,4012,55
iname4013,4013,55
iname4014,4014,58
iname4015,4015,55
iname4016,4016,58
iname4017,4017,58
iname4018,4018,56
iname4019,4019,56
iname4020,4020,58
iname4021,4021,55
iname4022,4022,56
iname4023,4023,55
iname4024,4024,55
iname4025,4025,31
iname4026,4026,31
iname4027,4027,31
iname4028,4028,30
iname4029,4029,30
iname4030,4030,31
iname4031,4031,31
iname4032,4032,22
iname4033,4033,19
iname4034,4034,23
iname4035,4035,19
iname4036,4036,21
iname4037,4037,57
iname4038,4038,57
iname4039,4039,57
iname4040,4040,57
iname4041,4041,57
iname4042,4042,31
iname4043,4043,30
iname4044,4044,31
iname4045,4045,20
iname4046,4046,19
iname4047,4047,23
iname4048,4048,20
iname4049,4049,23
iname4050,4050,24
iname4051,4051,19
iname4052,4052,20
iname4053,4053,23
iname4054,4054,19
iname4055,4055,20
iname4056,4056,24
iname4057,4057,19
iname4058,4058,23
iname4059,4059,23
iname4060,4060,24
iname4061,4061,23
iname4062,4062,55
iname4063,4063,55
iname4064,4064,19
iname4065,4065,23
iname4066,4066,59
iname4067,4067,55
iname4068,4068,55
iname4069,4069,55
iname4070,4070,55
iname4071,4071,55
iname4072,4072,55
iname4073,4073,55
iname4074,4074,55
iname4075,4075,55
iname4076,4076,55
iname4077,4077,58
iname4078,4078,58
iname4079,4079,55
iname4080,4080,58
iname4081,4081,56
iname4082,4082,56
iname4083,4083,55
iname4084,4084,37
iname4085,4085,40
iname4086,4086,55
iname4087,4087,58
iname4088,4088,58
iname4089,4089,58
iname4090,4090,58
iname4091,4091,58
iname4092,4092,55
iname4093,4093,58
iname4094,4094,59
iname4095,4095,55
iname4096,4096,56
iname4097,4097,59
iname4098,4098,59
iname4099,4099,55
iname4100,4100,55
iname4101,4101,58
iname4102,4102,55
iname4103,4103,58
iname4104,4104,56
iname4105,4105,55
iname4106,4106,55
iname4107,4107,55
iname4108,4108,58
iname4109,4109,58
iname4110,4110,55
iname4111,4111,58
iname4112,4112,56
iname4113,4113,59
iname4114,4114,55
iname4115,4115,55
iname4116,4116,58
iname4117,4117,58
iname4118,4118,55
iname4119,4119,55
iname4120,4120,56
iname4121,4121,55
iname4122,4122,31
iname4123,4123,55
iname4124,4124,55
iname4125,4125,55
iname4126,4126,30
iname4127,4127,75
iname4128,4128,75
iname4129,4129,75
iname4130,4130,76
iname4131,4131,76
iname4132,4132,75
iname4133,4133,76
iname4134,4134,76
iname4135,4135,75
iname4136,4136,76
iname4137,4137,76
iname4138,4138,75
iname4139,4139,76
iname4140,4140,76
iname4141,4141,75
iname4142,4142,76
iname4143,4143,75
iname4144,4144,76
iname4145,4145,76
iname4146,4146,76
iname4147,4147,75
iname4148,4148,75
iname4149,4149,76
iname4150,4150,76
iname4151,4151,76
iname4152,4152,76
iname4153,4153,75
iname4154,4154,75
iname4155,4155,75
iname4156,4156,75
iname4157,4157,75
iname4158,4158,75
iname4159,4159,75
iname4160,4160,75
iname4161,4161,75
iname4162,4162,76
iname4163,4163,75
iname4164,4164,75
iname4165,4165,75
iname4166,4166,75
iname4167,4167,75
iname4168,4168,76
iname4169,4169,76
iname4170,4170,76
iname4171,4171,76
iname4172,4172,76
iname4173,4173,76
iname4174,4174,76
iname4175,4175,76
iname4176,4176,76
iname4177,4177,76
iname4178,4178,75
iname4179,4179,76
iname4180,4180,76
iname4181,4181,75
iname4182,4182,75
iname4183,4183,76
iname4184,4184,76
iname4185,4185,76
iname4186,4186,75
iname4187,4187,76
iname4188,4188,76
iname4189,4189,76
iname4190,4190,75
iname4191,4191,76
iname4192,4192,76
iname4193,4193,76
iname4194,4194,75
iname4195,4195,76
iname4196,4196,76
iname4197,4197,75
iname4198,4198,76
iname4199,4199,76
iname4200,4200,76
iname4201,4201,75
iname4202,4202,76
iname4203,4203,76
iname4204,4204,76
iname4205,4205,76
iname4206,4206,76
iname4207,4207,74
iname4208,4208,74
iname4209,4209,76
iname4210,4210,76
iname4211,4211,75
iname4212,4212,76
iname4213,4213,76
iname4214,4214,76
iname4215,4215,76
iname4216,4216,75
iname4217,4217,76
iname4218,4218,76
iname4219,4219,76
iname4220,4220,76
iname4221,4221,76
iname4222,4222,76
iname4223,4223,76
iname4224,4224,31
iname4225,4225,30
iname4226,4226,30
iname4227,4227,19
iname4228,4228,19
iname4229,4229,19
iname4230,4230,19
iname4231,4231,20
iname4232,4232,20
iname4233,4233,22
iname4234,4234,21
iname4235,4235,76
iname4236,4236,76
iname4237,4237,75
iname4238,4238,76
iname4239,4239,75
iname4240,4240,23
iname4241,4241,23
iname4242,4242,23
iname4243,4243,23
iname4244,4244,23
iname4245,4245,23
iname4246,4246,23
iname4247,4247,24
iname4248,4248,23
iname4249,4249,23
iname4250,4250,23
iname4251,4251,30
iname4252,4252,28
iname4253,4253,31
iname4254,4254,31
iname4255,4255,31
iname4256,4256,31
iname4257,4257,31
iname4258,4258,31
iname4259,4259,31
iname4260,4260,31
iname4261,4261,30
iname4262,4262,30
iname4263,4263,31
iname4264,4264,31
iname4265,4265,30
iname4266,4266,19
iname4267,4267,23
iname4268,4268,31
iname4269,4269,30
iname4270,4270,31
iname4271,4271,20
iname4272,4272,19
iname4273,4273,23
iname4274,4274,31
iname4275,4275,31
iname4276,4276,31
iname4277,4277,23
iname4278,4278,19
iname4279,4279,31
iname4280,4280,31
iname4281,4281,19
iname4282,4282,30
iname4283,4283,28
iname4284,4284,19
iname4285,4285,55
iname4286,4286,56
iname4287,4287,55
iname4288,4288,55
iname4289,4289,55
iname4290,4290,59
iname4291,4291,55
iname4292,4292,58
iname4293,4293,55
iname4294,4294,56
iname4295,4295,59
iname4296,4296,55
iname4297,4297,56
iname4298,4298,58
iname4299,4299,55
iname4300,4300,55
iname4301,4301,58
iname4302,4302,56
iname4303,4303,55
iname4304,4304,55
iname4305,4305,55
iname4306,4306,56
iname4307,4307,56
iname4308,4308,58
iname4309,4309,56
iname4310,4310,58
iname4311,4311,60
iname4312,4312,58
iname4313,4313,55
iname4314,4314,58
iname4315,4315,58
iname4316,4316,58
iname4317,4317,55
iname4318,4318,58
iname4319,4319,56
iname4320,4320,56
iname4321,4321,56
iname4322,4322,56
iname4323,4323,55
iname4324,4324,56
iname4325,4325,59
iname4326,4326,58
iname4327,4327,59
iname4328,4328,40
iname4329,4329,31
iname4330,4330,22
iname4331,4331,19
iname4332,4332,30
iname4333,4333,23
iname4334,4334,30
iname4335,4335,22
iname4336,4336,19
iname4337,4337,20
iname4338,4338,23
iname4339,4339,24
iname4340,4340,31
iname4341,4341,31
iname4342,4342,31
iname4343,4343,31
iname4344,4344,19
iname4345,4345,21
iname4346,4346,31
iname4347,4347,31
iname4348,4348,19
iname4349,4349,23
iname4350,4350,22
iname4351,4351,30
iname4352,4352,22
iname4353,4353,19
iname4354,4354,20
iname4355,4355,23
iname4356,4356,24
iname4357,4357,30
iname4358,4358,31
iname4359,4359,22
iname4360,4360,19
iname4361,4361,20
iname4362,4362,23
iname4363,4363,24
iname4364,4364,22
iname4365,4365,23
iname4366,4366,30
iname4367,4367,19
iname4368,4368,30
iname4369,4369,31
iname4370,4370,30
iname4371,4371,22
iname4372,4372,19
iname4373,4373,23
iname4374,4374,21
iname4375,4375,30
iname4376,4376,22
iname4377,4377,19
iname4378,4378,21
iname4379,4379,23
iname4380,4380,40
iname4381,4381,40
iname4382,4382,40
iname4383,4383,62
iname4384,4384,62
iname4385,4385,30
iname4386,4386,31
iname4387,4387,19
iname4388,4388,20
iname4389,4389,23
iname4390,4390,24
iname4391,4391,30
iname4392,4392,31
iname4393,4393,22
iname4394,4394,19
iname4395,4395,20
iname4396,4396,23
iname4397,4397,24
iname4398,4398,30
iname4399,4399,55
iname4400,4400,55
iname4401,4401,55
iname4402,4402,55
iname4403,4403,58
iname4404,4404,56
iname4405,4405,56
iname4406,4406,58
iname4407,4407,58
iname4408,4408,55
iname4409,4409,58
iname4410,4410,55
iname4411,4411,55
iname4412,4412,55
iname4413,4413,55
iname4414,4414,58
iname4415,4415,56
iname4416,4416,56
iname4417,4417,56
iname4418,4418,55
iname4419,4419,56
iname4420,4420,55
iname4421,4421,55
iname4422,4422,58
iname4423,4423,56
iname4424,4424,55
iname4425,4425,55
iname4426,4426,55
iname4427,4427,55
iname4428,4428,56
iname4429,4429,59
iname4430,4430,55
iname4431,4431,55
iname4432,4432,56
iname4433,4433,56
iname4434,4434,59
iname4435,4435,56
iname4436,4436,58
iname4437,4437,58
iname4438,4438,55
iname4439,4439,55
iname4440,4440,55
iname4441,4441,56
iname4442,4442,55
iname4443,4443,55
iname4444,4444,55
iname4445,4445,55
iname4446,4446,55
iname4447,4447,55
iname4448,4448,67
iname4449,4449,67
iname4450,4450,67
iname4451,4451,67
iname4452,4452,55
iname4453,4453,55
iname4454,4454,76
iname4455,4455,30
iname4456,4456,20
iname4457,4457,75
iname4458,4458,75
iname4459,4459,76
iname4460,4460,76
iname4461,4461,30
iname4462,4462,30
iname4463,4463,31
iname4464,4464,19
iname4465,4465,30
iname4466,4466,19
iname4467,4467,23
iname4468,4468,21
iname4469,4469,23
iname4470,4470,19
iname4471,4471,23
iname4472,4472,76
iname4473,4473,62
iname4474,4474,19
iname4475,4475,21
iname4476,4476,19
iname4477,4477,19
iname4478,4478,19
iname4479,4479,20
iname4480,4480,22
iname4481,4481,22
iname4482,4482,19
iname4483,4483,31
iname4484,4484,21
iname4485,4485,21
iname4486,4486,19
iname4487,4487,23
iname4488,4488,23
iname4489,4489,19
iname4490,4490,21
iname4491,4491,31
iname4492,4492,31
iname4493,4493,30
iname4494,4494,20
iname4495,4495,24
iname4496,4496,30
iname4497,4497,30
iname4498,4498,19
iname4499,4499,23
iname4500,4500,30
iname4501,4501,31
iname4502,4502,28
iname4503,4503,22
iname4504,4504,55
iname4505,4505,56
iname4506,4506,55
iname4507,4507,55
iname4508,4508,59
iname4509,4509,55
iname4510,4510,55
iname4511,4511,58
iname4512,4512,56
iname4513,4513,55
